Micronutrients_70Days,Potassh_50Days,Nursery area (Cents),Seedrate(in Kg),Hectares ,Urea_40Days,Weed28D_thiobencarb,DAP_20days,Pest_60Day(in ml),LP_Mainfield(in Tonnes),Trash(in bundles),Soil Types_clay,Nursery_wet,Variety_ponmani,Variety_delux ponni,Paddy yield(in Kg)
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,32460
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,0.0,0.0,0.0,35280
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,0.0,1.0,0.0,32778
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,35058
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,35496
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,0.0,0.0,1.0,36426
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,0.0,0.0,1.0,37950
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,38814
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,35298
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,37680
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,1.0,0.0,0.0,35016
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,36648
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,37086
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,1.0,0.0,0.0,34338
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,32778
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,36966
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,1.0,0.0,0.0,33180
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,1.0,1.0,0.0,32718
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,37842
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,0.0,0.0,0.0,35238
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,0.0,0.0,1.0,37866
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,0.0,1.0,0.0,35448
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,0.0,0.0,0.0,35016
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,0.0,1.0,0.0,33162
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,0.0,0.0,1.0,36654
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,0.0,0.0,0.0,34338
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,33378
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,38304
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,1.0,0.0,0.0,35130
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,37242
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,33672
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,1.0,0.0,0.0,35238
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,0.0,1.0,0.0,34620
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,0.0,0.0,1.0,36966
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,0.0,0.0,0.0,34338
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,34290
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,0.0,0.0,1.0,36342
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,1.0,0.0,0.0,34338
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,38460
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,1.0,1.0,0.0,34338
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,35766
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,35238
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,0.0,1.0,0.0,34824
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,0.0,0.0,0.0,34338
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,0.0,1.0,0.0,35130
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,34668
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,35448
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,0.0,0.0,1.0,37026
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,0.0,0.0,1.0,36300
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,0.0,0.0,1.0,36732
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,36690
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,36090
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,1.0,0.0,0.0,37926
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,37278
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,37362
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,1.0,0.0,0.0,38496
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,1.0,1.0,0.0,37362
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,0.0,0.0,1.0,38172
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,0.0,0.0,0.0,37062
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,37716
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,0.0,0.0,1.0,36906
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,0.0,0.0,0.0,37134
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,0.0,0.0,1.0,38178
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,0.0,1.0,0.0,36552
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,0.0,0.0,0.0,37152
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,38424
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,0.0,0.0,1.0,38508
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,0.0,0.0,0.0,38136
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,36954
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,37254
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,1.0,0.0,0.0,36690
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,38586
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,36426
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,1.0,0.0,0.0,37950
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,38814
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,37680
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,1.0,0.0,0.0,36648
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,1.0,1.0,0.0,37086
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,36966
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,1.0,0.0,0.0,37842
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,37866
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,1.0,1.0,0.0,36654
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,0.0,1.0,0.0,38304
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,37242
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,36966
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,0.0,0.0,0.0,36342
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,38460
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,37026
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,0.0,1.0,0.0,35016
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,0.0,0.0,1.0,36300
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,36732
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,36690
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,1.0,1.0,0.0,36090
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,37926
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,1.0,0.0,0.0,37278
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,37362
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,0.0,1.0,0.0,1.0,38496
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,0.0,1.0,0.0,0.0,37362
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,0.0,1.0,1.0,0.0,38172
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,1.0,0.0,1.0,37062
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,1.0,0.0,0.0,37716
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,600.0,1.0,1.0,1.0,0.0,36906
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,480.0,1.0,0.0,0.0,1.0,37134
90.0,1.5878318795246062,120.0,150.0,6.0,1.587831879524605,12.0,240.0,3600.0,1.5878318795246058,540.0,1.0,0.0,0.0,0.0,38178
